corporate_allocation_after_exclusions_amt,corporate_allocation_amt,corporate_allocation_bps,gl_exception_amt,gl_exception_bps,gl_fee_income_amt,gl_fee_income_bps,gl_gos_amt,gl_gos_bps,gl_oi_amt,gl_oi_bps,llr_amt,llr_bps,loan_fin_component_id,loan_id,los_exception_amt,los_exception_bps,los_revenue_amt,los_revenue_bps,reporting_period_id,source_insert_datetime
-4225.8411,-148.1035,-148.1035,-42.4,-42.4,12.1934,12.1934,110,110,120.0001,120.0001,-3,-3,1620,1620,-42.4,-42.4,200,200,1,
-4284.222,-288.1932,-288.1932,0.1002,0.1002,61.2115,61.2115,249.4999,249.4999,112.0001,112.0001,-2.9997,-2.9997,1621,1621,0.1002,0.1002,356.6,356.6,1,
-4313.0683,-379.3478,-379.3478,59,59,102.6819,102.6819,171.1,171.1,70,70,-3,-3,1622,1622,59,59,11.7,11.7,1,
-4648.7168,-88.6162,-88.6162,9.0001,9.0001,25.2173,25.2173,109.0001,109.0001,96,96,-3.0001,-3.0001,1623,1623,9.0001,9.0001,214,214,1,
-4497.6469,-171.6393,-171.6393,-11.2,-11.2,35.0551,35.0551,85.7,85.7,105,105,-3,-3,1624,1624,-11.2,-11.2,177.9,177.9,1,
-4624.0535,-33.0868,-33.0868,,,-0.0985,-0.0985,,,126.6571,126.6571,-3.0398,-3.0398,1625,1625,,,,,1,
-4448.7765,-275.5263,-275.5263,,,61.369,61.369,154.6,154.6,90,90,-3,-3,1626,1626,0,0,115.8,115.8,1,
-4273.159,-282.973,-282.973,-9.5,-9.5,73.3043,73.3043,164.1,164.1,84,84,-3,-3,1627,1627,-9.5,-9.5,449.4,449.4,1,
-3119.2334,-249.6352,-249.6352,-33,-33,56.563,56.563,262.6,262.6,169.9999,169.9999,-2.9999,-2.9999,1628,1628,-33,-33,276.2,276.2,1,
-4489.7323,-122.7171,-122.7171,-62.1,-62.1,36.1079,36.1079,128,128,100,100,-3,-3,1629,1629,-62.1,-62.1,68,68,1,
-2417.4544,-36.4611,-36.4611,-17.3,-17.3,1.502,1.502,62,62,61.8,61.8,-3,-3,1630,1630,-17.3,-17.3,109.1,109.1,1,
-3441.4452,-133.4079,-133.4079,11.4001,11.4001,22.939,22.939,177.5001,177.5001,84.9999,84.9999,-3.0001,-3.0001,1631,1631,11.4001,11.4001,294.1,294.1,1,
-4504.5657,-84.3367,-84.3367,-35.2,-35.2,16.5274,16.5274,144,144,80,80,-3,-3,1632,1632,-35.2,-35.2,208.9,208.9,1,
-4060.3707,-431.2174,-431.2174,20.7,20.7,139.8887,139.8887,144,144,84,84,-3,-3,1633,1633,20.7,20.7,248.7,248.7,1,
-3836.2732,-77.3876,-77.3876,-41.2999,-41.2999,21.6249,21.6249,142.5,142.5,80,80,-3,-3,1634,1634,-41.2999,-41.2999,170.3,170.3,1,
0,-121.5441,-121.5441,-1.6,-1.6,29.4064,29.4064,165,165,24,24,-3,-3,1635,1635,-1.6,-1.6,87.4,87.4,1,
-3471.11,-292.1355,-292.1355,-21.0999,-21.0999,82.909,82.909,218,218,88,88,-3.0003,-3.0003,1636,1636,-21.0999,-21.0999,284.9,284.9,1,
-1543.9629,-87.84,-87.84,-3.4,-3.4,38.356,38.356,104,104,130,130,-3,-3,1637,1637,-3.4,-3.4,229.6,229.6,1,
-3427.3574,-56.9022,-56.9022,-16.4,-16.4,6.6199,6.6199,48,48,60.9,60.9,-3,-3,1638,1638,-16.4,-16.4,-7.5,-7.5,1,
-3634.5641,-72.2069,-72.2069,0.2,0.2,13.883,13.883,90.5,90.5,96,96,-3,-3,1639,1639,0.2,0.2,199.9,199.9,1,
-3509.228,-149.6142,-149.6142,-20.7999,-20.7999,33.6022,33.6022,180,180,105,105,-3,-3,1640,1640,-20.7999,-20.7999,264.2,264.2,1,
-3798.461,-64.9504,-64.9504,-16.8,-16.8,12.9138,12.9138,78.6,78.6,55.8,55.8,-3,-3,1641,1641,-16.8,-16.8,117.6,117.6,1,
-2932.2006,-61.1206,-61.1206,-0.8,-0.8,100.9847,100.9847,63.5,63.5,90,90,-3,-3,1642,1642,-0.8,-0.8,155,155,1,
-3618.8805,-27.5526,-27.5526,11.1,11.1,-5.5985,-5.5985,53,53,60.5,60.5,-3,-3,1643,1643,11.1,11.1,124.6,124.6,1,
-4283.9642,-338.4844,-338.4844,9.4,9.4,39.8209,39.8209,230.9,230.9,88.0001,88.0001,-3.0001,-3.0001,1644,1644,9.4,9.4,328.3,328.3,1,
-3712.4163,-111.1569,-111.1569,-0.1,-0.1,-5.5593,-5.5593,201.0001,201.0001,95,95,-3.0001,-3.0001,1645,1645,-0.1,-0.1,295.9,295.9,1,
-2473.5874,-361.0345,-361.0345,50.4,50.4,110.6814,110.6814,186,186,104,104,-3,-3,1646,1646,50.4,50.4,340.4,340.4,1,
-4081.9126,-133.2892,-133.2892,-0.1001,-0.1001,31.1416,31.1416,244.5,244.5,120,120,-3.0001,-3.0001,1647,1647,-0.1001,-0.1001,325.4,325.4,1,
-4214.6708,-230.9831,-230.9831,29.5001,29.5001,69.9735,69.9735,176.4,176.4,120,120,-2.9999,-2.9999,1648,1648,29.5001,29.5001,225.9,225.9,1,
-4502.082,-52.9323,-52.9323,1.8,1.8,15.2111,15.2111,110,110,80.9,80.9,-3,-3,1649,1649,1.8,1.8,-175.1,-175.1,1,
-4508.2504,-775.5556,-775.5556,-23.8,-23.8,206.0533,206.0533,96.7007,96.7007,105,105,-3,-3,1650,1650,-23.8,-23.8,174.2,174.2,1,
-4763.3421,-84.4355,-84.4355,-31,-31,17.4571,17.4571,112.1,112.1,101,101,-3,-3,1651,1651,-31,-31,105.4,105.4,1,
-3168.9687,-93.6913,-93.6913,-20,-20,20.4394,20.4394,115.5,115.5,90,90,-3.0001,-3.0001,1652,1652,-20,-20,162.8,162.8,1,
-3999.2257,-186.7442,-186.7442,-120.6999,-120.6999,71.6944,71.6944,157.9999,157.9999,103,103,-3,-3,1653,1653,-120.6999,-120.6999,124.3,124.3,1,
-4110.7719,-236.9593,-236.9593,,,24.3079,24.3079,262.4002,262.4002,100,100,-3.0001,-3.0001,1654,1654,0,0,348.1,348.1,1,
-3446.0095,-99.7143,-99.7143,-6,-6,14.7933,14.7933,131,131,120,120,-3,-3,1655,1655,-6,-6,188.4,188.4,1,
-2903.6931,-71.6632,-71.6632,3.1001,3.1001,15.9398,15.9398,49,49,138.3001,138.3001,-3,-3,1656,1656,3.1001,3.1001,55.4,55.4,1,
-3573.1,-144.2546,-144.2546,-7.9,-7.9,19.4191,19.4191,129,129,176.2001,176.2001,-3,-3,1657,1657,-7.9,-7.9,197.3,197.3,1,
-4221.7959,-100.5957,-100.5957,-20.3,-20.3,24.5792,24.5792,145,145,150,150,-3,-3,1658,1658,-20.3,-20.3,87.5,87.5,1,
-3848.8177,-93.8172,-93.8172,-9,-9,24.2079,24.2079,124,124,84,84,-3,-3,1659,1659,-9,-9,199,199,1,
-3882.577,-76.1953,-76.1953,-1.3001,-1.3001,21.3396,21.3396,110.5,110.5,109.2001,109.2001,-3.0001,-3.0001,1660,1660,-1.3001,-1.3001,118.4,118.4,1,
-2363.3016,-75.8696,-75.8696,-9.4,-9.4,17.8025,17.8025,72,72,108.7,108.7,-3,-3,1661,1661,-9.4,-9.4,133.9,133.9,1,
-4429.5851,-64.2331,-64.2331,45.4,45.4,11.1465,11.1465,98.5,98.5,60,60,-3,-3,1662,1662,45.4,45.4,103.9,103.9,1,
-3243.5787,-135.3938,-135.3938,-2.6,-2.6,27.834,27.834,251.5001,251.5001,125.0001,125.0001,-3.0001,-3.0001,1663,1663,-2.6,-2.6,74,74,1,
-4655.9961,-116.0239,-116.0239,-12.6,-12.6,27.5667,27.5667,143,143,83,83,-3,-3,1664,1664,-12.6,-12.6,225.4,225.4,1,
-3875.8166,-109.0625,-109.0625,2,2,10.2838,10.2838,143,143,79,79,-3,-3,1665,1665,2,2,224,224,1,
-3914.907,-209.9711,-209.9711,-20.5002,-20.5002,50.0927,50.0927,215,215,130,130,-3.0002,-3.0002,1666,1666,-20.5002,-20.5002,284.5,284.5,1,
-4539.0496,-157.6807,-157.6807,21.4,21.4,39.4633,39.4633,158,158,83,83,-3,-3,1667,1667,21.4,21.4,262.4,262.4,1,
-4389.2038,-180.829,-180.829,2.2,2.2,47.8194,47.8194,163,163,155,155,-3,-3,1668,1668,2.2,2.2,320.2,320.2,1,
-3932.7756,-114.6588,-114.6588,-0.7,-0.7,11.7655,11.7655,207.5,207.5,72,72,-3,-3,1669,1669,-0.7,-0.7,-47.7,-47.7,1,
-4086.4683,-170.7927,-170.7927,4.7,4.7,-36.0828,-36.0828,211.9999,211.9999,91,91,-2.9999,-2.9999,1670,1670,4.7,4.7,307.9,307.9,1,
-3908.0778,-166.6608,-166.6608,1.6001,1.6001,-24.5455,-24.5455,170.0001,170.0001,200,200,-2.9999,-2.9999,1671,1671,1.6001,1.6001,365.3,365.3,1,
-3029.3007,-40.2692,-40.2692,-38.4,-38.4,10.6174,10.6174,91.5,91.5,85.8,85.8,-3,-3,1672,1672,-38.4,-38.4,138.9,138.9,1,
-3835.4069,-218.125,-218.125,-1,-1,61.5229,61.5229,189.2,189.2,96,96,-3,-3,1673,1673,-1,-1,169.2,169.2,1,
-4548.5389,-174.5,-174.5,,,-24.667,-24.667,168,168,131,131,-3,-3,1674,1674,0,0,181,181,1,
-4182.7328,-106.6528,-106.6528,31.9001,31.9001,34.3194,34.3194,184.9999,184.9999,150.0001,150.0001,-2.9999,-2.9999,1675,1675,31.9001,31.9001,192.6,192.6,1,
-4240.7688,-128.6241,-128.6241,-4.2,-4.2,77.3088,77.3088,130,130,115.6,115.6,-3,-3,1676,1676,-4.2,-4.2,241.4,241.4,1,
-2971.461,-207.7381,-207.7381,0.9,0.9,45.3226,45.3226,61,61,70,70,-3,-3,1677,1677,0.9,0.9,90,90,1,
-3798.8705,-96.713,-96.713,5.8,5.8,-1.0538,-1.0538,182.9999,182.9999,90,90,-3,-3,1678,1678,5.8,5.8,279.8,279.8,1,
-3816.5617,-343.2787,-343.2787,1.5003,1.5003,87.5934,87.5934,183.5003,183.5003,78,78,-3,-3,1679,1679,1.5003,1.5003,253,253,1,
-3727.708,-91.9237,-91.9237,21.2,21.2,9.2872,9.2872,189.0001,189.0001,68.4999,68.4999,-3,-3,1680,1680,21.2,21.2,282,282,1,
-3595.2088,-26.1881,-26.1881,-6.5,-6.5,3.5863,3.5863,50,50,15,15,-3,-3,1681,1681,-6.5,-6.5,36.7,36.7,1,
-4005.727,-236.9593,-236.9593,-12.0001,-12.0001,59.1683,59.1683,159.9998,159.9998,121.9999,121.9999,-3.0001,-3.0001,1682,1682,-12.0001,-12.0001,250,250,1,
-3997.8065,-100.6731,-100.6731,-61.9,-61.9,24.0087,24.0087,156,156,80.8,80.8,-3,-3,1683,1683,-61.9,-61.9,153,153,1,
0,,,,,-84.6633,-84.6633,,,,,-3,-3,1684,1684,-546.7,-546.7,0,0,1,
-3240.268,-170.6106,-170.6106,-31.2001,-31.2001,42.3228,42.3228,264.4999,264.4999,140.0001,140.0001,-2.9999,-2.9999,1685,1685,-31.2001,-31.2001,272.5,272.5,1,
-2828.6081,-69.8,-69.8,0.3,0.3,20.9581,20.9581,135.5,135.5,92.4,92.4,-3,-3,1686,1686,0.3,0.3,284,284,1,
-4022.7496,-373.9286,-373.9286,-14.2,-14.2,72.6464,72.6464,117.6,117.6,65,65,-3,-3,1687,1687,-14.2,-14.2,88.4,88.4,1,
-4050.7596,-308.571,-308.571,-44.5999,-44.5999,64.9614,64.9614,160.0001,160.0001,109.9998,109.9998,-3.0002,-3.0002,1688,1688,-44.5999,-44.5999,200,200,1,
-4370.5475,-229.6053,-229.6053,-10.2,-10.2,68.486,68.486,159,159,135,135,-3,-3,1689,1689,-10.2,-10.2,102.2,102.2,1,
-4764.1179,-69.7535,-69.7535,-0.6,-0.6,18.0287,18.0287,102.5001,102.5001,93.3001,93.3001,-3,-3,1690,1690,-0.6,-0.6,195.2,195.2,1,
0,,,,,-317.0683,-317.0683,,,,,-3.0062,-3.0062,1691,1691,-2037.3043,-2037.3043,0,0,1,
-4614.1449,-94.7511,-94.7511,-3.1001,-3.1001,17.9271,17.9271,116,116,70,70,-3,-3,1692,1692,-3.1001,-3.1001,183.8,183.8,1,
-4090.9398,-159.6037,-159.6037,-39.9,-39.9,38.325,38.325,158,158,104,104,-3,-3,1693,1693,-39.9,-39.9,-14.1,-14.1,1,
-4236.7675,-373.9286,-373.9286,1.8,1.8,83.5222,83.5222,171.7,171.7,80,80,-3,-3,1694,1694,1.8,1.8,86.9,86.9,1,
-4032.4132,-118.2751,-118.2751,-2.4001,-2.4001,26.5793,26.5793,217.5,217.5,100,100,-2.9999,-2.9999,1695,1695,-2.4001,-2.4001,174.3,174.3,1,
-4151.0069,-118.7075,-118.7075,13.4,13.4,29.0141,29.0141,148,148,102,102,-3,-3,1696,1696,13.4,13.4,163.4,163.4,1,
-3465.0419,-112.6301,-112.6301,48.7999,48.7999,29.9581,29.9581,131.4,131.4,129,129,-3,-3,1697,1697,48.7999,48.7999,14.2,14.2,1,
-4779.0035,-204.0936,-204.0936,,,47.2682,47.2682,176.5002,176.5002,106,106,-3,-3,1698,1698,0,0,162.3,162.3,1,
-3976.5058,-169.2564,-169.2564,-3.1999,-3.1999,16.0411,16.0411,254.4999,254.4999,100,100,-3.0001,-3.0001,1699,1699,-3.1999,-3.1999,251.3,251.3,1,
-3646.3499,-229.9159,-229.9159,-19.9001,-19.9001,-14.1775,-14.1775,246.4,246.4,140.0001,140.0001,-3.0001,-3.0001,1700,1700,-19.9001,-19.9001,232.5,232.5,1,
-3715.0711,-111.68,-111.68,-1.4999,-1.4999,26.3482,26.3482,158,158,84,84,-3.0001,-3.0001,1701,1701,-1.4999,-1.4999,263,263,1,
-4215.9171,-52.35,-52.35,17.1,17.1,1.5692,1.5692,86.5,86.5,60,60,-3,-3,1702,1702,17.1,17.1,170.9,170.9,1,
-4116.0154,-255.3609,-255.3609,-31.1999,-31.1999,75.3551,75.3551,188.0002,188.0002,83.9998,83.9998,-2.9999,-2.9999,1703,1703,-31.1999,-31.1999,249,249,1,
-4731.9476,-374.1959,-374.1959,8.5997,8.5997,196.4239,196.4239,195.1001,195.1001,99,99,-3,-3,1704,1704,8.5997,8.5997,302.7,302.7,1,
-4195.9701,-171.752,-171.752,7.6001,7.6001,51.3435,51.3435,168,168,75,75,-3,-3,1705,1705,7.6001,7.6001,251.5,251.5,1,
-3156.2872,-100.2874,-100.2874,-4,-4,30.8598,30.8598,111,111,72,72,-3,-3,1706,1706,-4,-4,153.3,153.3,1,
-3009.657,-118.683,-118.683,7.6,7.6,-2.1646,-2.1646,160.5,160.5,90,90,-3.0001,-3.0001,1707,1707,7.6,7.6,258.1,258.1,1,
-2143.5917,-149.5714,-149.5714,-5.5,-5.5,36.7131,36.7131,173.9,173.9,100,100,-3,-3,1708,1708,-5.5,-5.5,268.4,268.4,1,
-4157.5984,-187.6344,-187.6344,5.4,5.4,57.1459,57.1459,183,183,90,90,-3,-3,1709,1709,5.4,5.4,278.4,278.4,1,
-4368.7818,-49.1549,-49.1549,-4.1,-4.1,7.5024,7.5024,71.5,71.5,36.6,36.6,-3,-3,1710,1710,-4.1,-4.1,76,76,1,
-3924.819,-193.031,-193.031,,,56.4613,56.4613,189,189,91,91,-3,-3,1711,1711,0,0,150.8,150.8,1,
-4404.4363,-221.822,-221.822,,,-2.9703,-2.9703,,,175,175,-3,-3,1712,1712,,,175,175,1,
-4223.6392,-469.7047,-469.7047,40.4996,40.4996,104.1551,104.1551,160.0002,160.0002,60.0002,60.0002,-3.0004,-3.0004,1713,1713,40.4996,40.4996,200,200,1,
-4457.049,-229.6556,-229.6556,7.3999,7.3999,91.8846,91.8846,206.4001,206.4001,115.0002,115.0002,-3.0002,-3.0002,1714,1714,7.3999,7.3999,313.5,313.5,1,
-3781.7045,-140.6748,-140.6748,0.1999,0.1999,35.9926,35.9926,160,160,103,103,-3,-3,1715,1715,0.1999,0.1999,175,175,1,
-3363.6015,-220.8861,-220.8861,37.4,37.4,61.0274,61.0274,213,213,126,126,-3,-3,1716,1716,37.4,37.4,255.3,255.3,1,
-4762.3693,-100.3047,-100.3047,42.9999,42.9999,18.4244,18.4244,128.4999,128.4999,95.0001,95.0001,-2.9999,-2.9999,1717,1717,42.9999,42.9999,173,173,1,
-3689.5176,-183.6842,-183.6842,15,15,45.0681,45.0681,143,143,52,52,-3,-3,1718,1718,13.8,13.8,210,210,1,
-4440.7367,-121.1105,-121.1105,2.7001,2.7001,17.6192,17.6192,145.0001,145.0001,160,160,-3.0001,-3.0001,1719,1719,2.7001,2.7001,214.7,214.7,1,
-4152.7106,-872.5,-872.5,-4.9,-4.9,211.48,211.48,122.3,122.3,90,90,-3,-3,1720,1720,-4.9,-4.9,239.7,239.7,1,
-4819.8195,-113.8043,-113.8043,-32.1,-32.1,29.0878,29.0878,158,158,78,78,-3,-3,1721,1721,-32.1,-32.1,203.9,203.9,1,
-4732.2939,-145.4167,-145.4167,2.9,2.9,37.9647,37.9647,155,155,90,90,-3,-3,1722,1722,2.9,2.9,167.9,167.9,1,
-3706.2952,-80.5385,-80.5385,-22.7,-22.7,15.1325,15.1325,136,136,86.2,86.2,-3,-3,1723,1723,-22.7,-22.7,199.5,199.5,1,
-4244.2466,-146.0707,-146.0707,,,19.6114,19.6114,246.4999,246.4999,120.0001,120.0001,-3.0001,-3.0001,1724,1724,0,0,315.2,315.2,1,
-4428.2014,-134.2308,-134.2308,-16.7,-16.7,34.5072,34.5072,135,135,120,120,-3,-3,1725,1725,-16.7,-16.7,109.2,109.2,1,
-4444.3769,-130.875,-130.875,-40.9,-40.9,40.1515,40.1515,150,150,79,79,-3,-3,1726,1726,-40.9,-40.9,184.1,184.1,1,
-4611.7902,-127.6829,-127.6829,-22.6,-22.6,32.2424,32.2424,120,120,62,62,-3,-3,1727,1727,-22.6,-22.6,157.4,157.4,1,
-4655.1667,-111.2764,-111.2764,-4.9,-4.9,31.3589,31.3589,123.0001,123.0001,82.9999,82.9999,-3.0001,-3.0001,1728,1728,-4.9,-4.9,116.4,116.4,1,
-4094.0169,-88.8595,-88.8595,-47.2999,-47.2999,10.6569,10.6569,196.4999,196.4999,100,100,-3,-3,1729,1729,-47.2999,-47.2999,249.2,249.2,1,
-3939.9128,-174.5,-174.5,-11.3,-11.3,55.3623,55.3623,148,148,90,90,-3,-3,1730,1730,-11.3,-11.3,218.7,218.7,1,
-4601.7256,-360.0338,-360.0338,,,107.6326,107.6326,155.1997,155.1997,125.0002,125.0002,-2.9999,-2.9999,1731,1731,0,0,196.7,196.7,1,
-4205.0598,-87.2616,-87.2616,-54.7,-54.7,24.5161,24.5161,121.9999,121.9999,75,75,-3.0001,-3.0001,1732,1732,-54.7,-54.7,-374.7,-374.7,1,
-4393.336,-95.1818,-95.1818,-19.1,-19.1,15.4573,15.4573,104,104,81.8,81.8,-3,-3,1733,1733,-19.1,-19.1,166.7,166.7,1,
-4020.8051,-123.5139,-123.5139,-18.7,-18.7,32.0518,32.0518,231.4999,231.4999,66.0001,66.0001,-3,-3,1734,1734,-18.7,-18.7,186.9,186.9,1,
-3444.1336,-36.3542,-36.3542,-17.8,-17.8,7.8844,7.8844,48.9,48.9,62.6,62.6,-3,-3,1735,1735,-17.8,-17.8,93.7,93.7,1,
-3978.6732,-293.2773,-293.2773,,,89.0482,89.0482,168.4,168.4,84,84,-3,-3,1736,1736,0,0,179.2,179.2,1,
-3661.184,-62.0578,-62.0578,1.8,1.8,-5.8903,-5.8903,127,127,35.6,35.6,-3,-3,1737,1737,21.2,21.2,164.4,164.4,1,
-3389.8419,-201.3462,-201.3462,7.5,7.5,40.9869,40.9869,159,159,78,78,-3,-3,1738,1738,7.5,7.5,239.5,239.5,1,
-3998.4645,-201.1914,-201.1914,9.1998,9.1998,22.02,22.02,287,287,110,110,-3,-3,1739,1739,9.1998,9.1998,349.2,349.2,1,
-4038.2678,-201.1914,-201.1914,-22.1998,-22.1998,53.1622,53.1622,236.5,236.5,84,84,-3,-3,1740,1740,-22.1998,-22.1998,298.3,298.3,1,
-3983.0774,-92.7021,-92.7021,-1,-1,26.5224,26.5224,192,192,119.9999,119.9999,-2.9999,-2.9999,1741,1741,-1,-1,295.1,295.1,1,
-3423.9874,-59.1191,-59.1191,5.8999,5.8999,-2.6859,-2.6859,152,152,90,90,-3,-3,1742,1742,5.9001,5.9001,247.9,247.9,1,
-3786.5894,-97.6679,-97.6679,-24.5,-24.5,22.5218,22.5218,81,81,84,84,-3,-3,1743,1743,-24.5,-24.5,140.5,140.5,1,
-3693.67,-184.6561,-184.6561,96,96,34.0921,34.0921,173,173,78,78,-3,-3,1744,1744,96,96,337,337,1,
-4088.0559,-155.1111,-155.1111,,,46.848,46.848,158,158,125,125,-3,-3,1745,1745,0,0,76.1,76.1,1,
-2968.6078,-37.3929,-37.3929,28,28,5.2589,5.2589,64,64,64.3,64.3,-3,-3,1746,1746,28,28,156.3,156.3,1,
-4776.0952,-161.5741,-161.5741,,,47.7346,47.7346,143,143,101,101,-3,-3,1747,1747,0,0,167.6,167.6,1,
-3194.4153,-662.6582,-662.6582,-0.4,-0.4,149.9329,149.9329,359.9,359.9,200,200,-3,-3,1748,1748,-0.4,-0.4,298.5,298.5,1,
-3823.9813,-147.7249,-147.7249,14.9999,14.9999,-3.0448,-3.0448,224,224,78.0001,78.0001,-2.9999,-2.9999,1749,1749,14.9999,14.9999,317,317,1,
-3855.1768,-141.4865,-141.4865,,,-8.0154,-8.0154,100,100,265,265,-3,-3,1750,1750,0,0,246,246,1,
-2917.6392,-80.7053,-80.7053,-2.4,-2.4,6.6163,6.6163,150,150,205,205,-3,-3,1751,1751,-2.4,-2.4,287.2,287.2,1,
-4370.4619,-397.881,-397.881,-80.9998,-80.9998,47.881,47.881,100,100,250,250,-2.9999,-2.9999,1752,1752,-80.9998,-80.9998,212.5,212.5,1,
-3687.052,-134.7837,-134.7837,-1.7999,-1.7999,-7.3653,-7.3653,100,100,265,265,-3,-3,1753,1753,-1.7999,-1.7999,271,271,1,
-3893.5514,-177.8163,-177.8163,,,-18.5017,-18.5017,195.0001,195.0001,300,300,-2.9999,-2.9999,1754,1754,0,0,374.3,374.3,1,
0,,,,,-343.5224,-343.5224,,,,,-3,-3,1755,1755,-2447.806,-2447.806,0,0,1,
-3788.5808,-194.4706,-194.4706,21.9,21.9,36.1031,36.1031,54.3,54.3,202.6,202.6,-3,-3,1756,1756,21.9,21.9,184.3,184.3,1,
-3630.0373,-110.692,-110.692,-27.8,-27.8,-208.5431,-208.5431,148,148,88,88,-3,-3,1757,1757,-27.8,-27.8,208.2,208.2,1,
-3987.293,-142.0408,-142.0408,-7.5999,-7.5999,46.5143,46.5143,130.0001,130.0001,24,24,-3.0001,-3.0001,1758,1758,-7.6001,-7.6001,146.4,146.4,1,
-4261.7714,-106.1884,-106.1884,-20.5,-20.5,23.5356,23.5356,103,103,24,24,-3,-3,1759,1759,-20.5,-20.5,6.5,6.5,1,
-4120.9443,-150.0908,-150.0908,-9.5,-9.5,48.8432,48.8432,188,188,78,78,-3,-3,1760,1760,-9.5,-9.5,256.5,256.5,1,
0,,,,,-154.78,-154.78,,,,,-3,-3,1761,1761,-1093.3,-1093.3,0,0,1,
-3898.2229,-186.7888,-186.7888,0.8999,0.8999,-3.5489,-3.5489,246,246,119.9998,119.9998,-3.0001,-3.0001,1762,1762,0.8999,0.8999,236.9,236.9,1,
-4001.4393,-174.6127,-174.6127,-1.8,-1.8,22.8497,22.8497,99.5,99.5,195.6,195.6,-3,-3,1763,1763,-1.8,-1.8,40.6,40.6,1,
-4488.5989,-144.8306,-144.8306,-50.7001,-50.7001,39.5742,39.5742,220,220,77,77,-3,-3,1764,1764,-50.7001,-50.7001,224.3,224.3,1,
-3870.5861,-84.908,-84.908,3.8,3.8,19.7517,19.7517,115.0001,115.0001,100,100,-3.0001,-3.0001,1765,1765,3.8,3.8,218.8,218.8,1,
-4378.5382,-581.6667,-581.6667,5.6,5.6,143.2133,143.2133,130.8,130.8,110,110,-3,-3,1766,1766,5.6,5.6,239.5,239.5,1,
-4314.5342,-131.1905,-131.1905,,,30.5471,30.5471,165,165,124,124,-3,-3,1767,1767,0,0,260.9,260.9,1,
0,,,,,-446,-446,,,,,-3,-3,1768,1768,-3280,-3280,0,0,1,
-2966.7694,-185.9044,-185.9044,5.7001,5.7001,55.3563,55.3563,199.0002,199.0002,102,102,-3.0002,-3.0002,1769,1769,5.7001,5.7001,306.7,306.7,1,
-4401.2618,-117.6933,-117.6933,-19.9,-19.9,31.5182,31.5182,158,158,106.2001,106.2001,-3,-3,1770,1770,-19.9,-19.9,204.3,204.3,1,
-3353.2812,-92.5187,-92.5187,75.1,75.1,-3.1384,-3.1384,209,209,24,24,-3,-3,1771,1771,75.1,75.1,265.4,265.4,1,
-3870.424,-86.5747,-86.5747,-51.7999,-51.7999,20.2912,20.2912,143.6,143.6,105,105,-3,-3,1772,1772,-51.7999,-51.7999,157.3,157.3,1,
-303.0357,-48.1158,-48.1158,-1.1,-1.1,10.5101,10.5101,104,104,55.1,55.1,-3,-3,1773,1773,-1.1,-1.1,56.4,56.4,1,
-3941.2546,-142.2133,-142.2133,-8.0001,-8.0001,37.1222,37.1222,254.4999,254.4999,120.0001,120.0001,-2.9999,-2.9999,1774,1774,-8.0001,-8.0001,313.5,313.5,1,
-3738.1413,-166.4094,-166.4094,-13.1,-13.1,52.8513,52.8513,113,113,77,77,-3,-3,1775,1775,-13.1,-13.1,156.9,156.9,1,
-3830.3012,-57.9322,-57.9322,-72.2,-72.2,-2.6239,-2.6239,113,113,100,100,-3,-3,1776,1776,-72.2,-72.2,79.8,79.8,1,
-3235.2448,-70.8429,-70.8429,-23.9,-23.9,11.9204,11.9204,119.5,119.5,117.9,117.9,-3,-3,1777,1777,-23.9,-23.9,213.5,213.5,1,
-3437.1855,-43.5,-43.5,-43,-43,14.0361,14.0361,48,48,39.5,39.5,-3,-3,1778,1778,-43,-43,44.5,44.5,1,
-4027.9231,-136.2363,-136.2363,-91.2,-91.2,42.6918,42.6918,150,150,66,66,-3,-3,1779,1779,-91.2,-91.2,124.8,124.8,1,
-2709.045,-268.1175,-268.1175,-92.5,-92.5,74.6181,74.6181,87,87,244.2002,244.2002,-3,-3,1780,1780,0,0,-73.2,-73.2,1,
-3499.3858,-188.6459,-188.6459,26.9002,26.9002,51.3629,51.3629,173,173,130.9999,130.9999,-3,-3,1781,1781,26.9002,26.9002,330.9,330.9,1,
-2126.0826,-276.9841,-276.9841,0.6,0.6,77.9328,77.9328,182.5,182.5,114,114,-3,-3,1782,1782,0.6,0.6,297.1,297.1,1,
-4213.9446,-390.6716,-390.6716,1.9,1.9,-12.5358,-12.5358,217.6,217.6,154,154,-3,-3,1783,1783,1.9,1.9,245.1,245.1,1,
-4159.0807,-117.825,-117.825,-3,-3,25.8594,25.8594,219.5,219.5,179.9999,179.9999,-3,-3,1784,1784,-3,-3,311.2,311.2,1,
-4209.5836,-185.8063,-185.8063,-3.9,-3.9,46.6177,46.6177,256.5,256.5,120,120,-2.9999,-2.9999,1785,1785,-3.9,-3.9,310.6,310.6,1,
-4523.4569,-127.6854,-127.6854,0.8,0.8,37.5981,37.5981,150,150,71.9999,71.9999,-3.0001,-3.0001,1786,1786,0.8,0.8,352.1,352.1,1,
-3146.4136,-182.0588,-182.0588,29.9,29.9,45.3482,45.3482,175,175,78,78,-3,-3,1787,1787,29.9,29.9,301.3,301.3,1,
-2379.1294,-226.3647,-226.3647,-26.9,-26.9,70.5557,70.5557,243.0002,243.0002,119.9998,119.9998,-3.0001,-3.0001,1788,1788,-7.1,-7.1,339.2,339.2,1,
