active_non_producing_sales_hc,active_sales_hc,company_id,department_id,funded_units_by_vp,funded_units_in_cost_center,funded_volume_by_vp,funded_volume_in_cost_center,payroll_reg_earnings_bom_amt,rent_bom_amt,reporting_period_id,vp_id,workforce_snapshot_id
15,27,3,1,2,36,1154287,22307073,,24693.57,1,746,2995
1,4,3,3,6,8,4352409,5256409,,2471.92,1,571,2996
2,7,2,5,4,8,1174738,2847138,,-614.39,1,592,2997
0,2,1,6,5,12,1104210,3164877,,,1,529,2998
15,23,2,4,2,20,3002000,12350528,,11638.51,1,699,2999
15,23,2,1,2,20,3002000,12350528,,11638.51,1,699,3000
0,1,1,10,3,3,791300,791300,,66.97,1,386,3001
3,5,1,3,1,5,268000,1022950,,3038.14,1,643,3002
34,63,2,2,2,162,673574,67445552,,31322.95,1,747,3003
0,1,1,4,6,6,2305086,2305086,,,1,521,3004
0,1,1,6,6,6,2305086,2305086,,,1,521,3005
4,5,1,6,15,15,1565817,1565817,,717.5,1,230,3006
4,5,1,2,15,15,1565817,1565817,,717.5,1,230,3007
0,1,1,10,4,4,1402460,1402460,,500,1,464,3008
3,5,1,10,2,3,1750000,2120500,,500,1,645,3009
3,5,1,16,2,3,1750000,2120500,,500,1,645,3010
4,5,1,4,15,15,1565817,1565817,,717.5,1,230,3011
4,5,2,4,6,6,1011548,1011548,,4500,1,497,3012
4,5,2,2,6,6,1011548,1011548,,4500,1,497,3013
1,2,2,8,3,3,481190,481190,,1300,1,572,3014
1,2,2,5,3,3,481190,481190,,1300,1,572,3015
2,4,2,7,6,8,997000,1861625,,-1538.04,1,498,3016
11,15,2,16,4,11,578000,5814786,,11533.64,1,671,3017
10,12,2,12,33,35,14621414,16094232,,7213.42,1,184,3018
34,63,2,1,2,162,673574,67445552,,31322.95,1,747,3019
34,63,2,4,2,162,673574,67445552,,31322.95,1,747,3020
34,63,2,14,2,162,673574,67445552,,31322.95,1,747,3021
34,63,2,8,2,162,673574,67445552,,31322.95,1,747,3022
1,7,2,12,1,8,546250,2142586.58,,2958.93,1,441,3023
6,9,2,4,17,19,8468293,9208393.04,,3458,1,551,3024
2,7,2,2,6,18,3052800,9433525,,10266.21,1,192,3025
2,7,2,1,6,18,3052800,9433525,,10266.21,1,192,3026
2,7,2,3,6,18,3052800,9433525,,10266.21,1,192,3027
2,5,2,4,4,8,1789649,3961649,,2500,1,376,3028
5,11,2,11,1,7,388000,5566315,,23487.29,1,748,3029
5,11,2,14,1,7,388000,5566315,,23487.29,1,748,3030
0,1,2,3,1,1,373117,373117,,1308,1,749,3031
0,1,2,7,1,1,373117,373117,,1308,1,749,3032
4,11,2,4,2,38,324132,10010882,,3465,1,750,3033
4,11,2,13,2,38,324132,10010882,,3465,1,750,3034
9,15,2,5,3,14,1390500,7661494,,9265.82,1,242,3035
9,15,2,4,3,14,1390500,7661494,,9265.82,1,242,3036
9,15,2,2,3,14,1390500,7661494,,9265.82,1,242,3037
16,26,4,7,9,49,4501048,20431420,,,1,547,3038
16,26,4,15,1,49,355000,20431420,,,1,401,3039
3,6,2,1,1,10,386000,8676775,,2500,1,751,3040
3,5,2,4,6,8,1883392,2284095,,3483.24,1,398,3041
2,5,2,7,1,6,260930,1228180,,,1,399,3042
3,6,2,7,1,6,806500,4131342,,11087.45,1,373,3043
2,5,2,15,7,12,1481479,2545783,,,1,400,3044
5,9,2,11,7,22,4201800,13919313,,4000,1,402,3045
12,17,2,8,3,27,2248800,16838877,,5576.92,1,525,3046
12,17,2,1,3,27,2248800,16838877,,5576.92,1,525,3047
1,2,2,5,4,4,3734780,3734780,,1000,1,752,3048
1,2,2,4,4,4,3734780,3734780,,1000,1,752,3049
1,2,2,2,4,4,3734780,3734780,,1000,1,752,3050
3,4,2,8,12,12,4198470,4198470,,2118.1,1,388,3051
2,4,2,8,5,7,1380309,2647559,,2000,1,606,3052
2,4,2,3,5,7,1380309,2647559,,2000,1,606,3053
1,9,2,4,6,26,2660621,10815428,,5150,1,647,3054
2,7,2,3,1,8,528650,2847138,,-614.39,1,624,3055
2,7,2,8,1,8,528650,2847138,,-614.39,1,624,3056
1,4,2,12,1,8,384085,1900598,,6121.78,1,753,3057
1,4,2,11,1,8,384085,1900598,,6121.78,1,753,3058
34,63,2,12,4,162,1813265,67445552,,31322.95,1,83,3059
34,63,2,3,4,162,1813265,67445552,,31322.95,1,83,3060
5,8,2,24,10,21,3924135,7070806,,500,1,87,3061
9,15,2,5,4,14,2337000,7661494,,9265.82,1,333,3062
2,4,2,21,4,5,1004434,1729434,,500,1,131,3063
2,4,2,11,4,5,1004434,1729434,,500,1,131,3064
12,17,2,4,3,27,2248800,16838877,,5576.92,1,525,3065
12,17,2,5,3,27,2248800,16838877,,5576.92,1,525,3066
12,17,2,19,3,27,2248800,16838877,,5576.92,1,525,3067
5,11,2,9,1,7,864000,5566315,,23487.29,1,667,3068
5,11,2,2,1,7,864000,5566315,,23487.29,1,667,3069
1,5,2,9,5,11,3138338,6098838,,2394.93,1,754,3070
1,5,2,2,5,11,3138338,6098838,,2394.93,1,754,3071
1,5,2,3,5,11,3138338,6098838,,2394.93,1,754,3072
1,3,2,9,3,4,769731,1894731,,3343,1,555,3073
1,3,2,10,3,4,769731,1894731,,3343,1,555,3074
34,63,2,3,4,162,2583839,67445552,,31322.95,1,556,3075
34,63,2,11,27,162,9813425,67445552,,31322.95,1,191,3076
34,63,2,10,27,162,9813425,67445552,,31322.95,1,191,3077
1,5,2,5,6,26,669316,4216595,,3821.6,1,446,3078
1,9,2,1,2,26,761623,10815428,,5150,1,755,3079
1,9,2,4,2,26,761623,10815428,,5150,1,755,3080
1,9,2,2,2,26,761623,10815428,,5150,1,755,3081
1,4,2,19,6,8,1460513,1900598,,6121.78,1,667,3082
1,4,2,5,6,8,1460513,1900598,,6121.78,1,667,3083
1,5,2,8,6,26,669316,4216595,,3821.6,1,446,3084
1,5,2,3,6,26,669316,4216595,,3821.6,1,446,3085
1,5,2,4,6,26,669316,4216595,,3821.6,1,446,3086
2,8,2,10,1,11,303200,1521859,,2000,1,756,3087
2,8,2,2,1,11,303200,1521859,,2000,1,756,3088
2,8,2,3,1,11,303200,1521859,,2000,1,756,3089
2,8,2,4,1,11,303200,1521859,,2000,1,756,3090
2,3,2,4,27,27,14605295,14605295,,6543.12,1,320,3091
2,3,2,5,27,27,14605295,14605295,,6543.12,1,320,3092
5,9,2,22,7,22,4201800,13919313,,4000,1,402,3093
5,9,2,3,7,22,4201800,13919313,,4000,1,402,3094
1,3,2,1,3,4,769731,1894731,,3343,1,555,3095
1,3,2,11,3,4,769731,1894731,,3343,1,555,3096
34,63,2,11,4,162,2583839,67445552,,31322.95,1,556,3097
34,63,2,10,4,162,2583839,67445552,,31322.95,1,556,3098
3,9,2,24,1,12,250267,5042775,,1000,1,366,3099
2,5,2,8,4,17,954756,4703703,,7093.9,1,549,3100
2,5,2,2,4,17,954756,4703703,,7093.9,1,549,3101
1,4,2,19,1,8,56000,1900598,,6121.78,1,161,3102
1,4,2,4,1,8,56000,1900598,,6121.78,1,161,3103
1,4,2,3,1,8,56000,1900598,,6121.78,1,161,3104
6,9,2,5,17,19,8468293,9208393.04,,3458,1,551,3105
6,7,2,11,5,5,1279061,1279061,,10298.26,1,552,3106
5,10,2,10,7,20,1197155,4568819,,5420.11,1,757,3107
5,10,2,1,7,20,1197155,4568819,,5420.11,1,757,3108
0,3,2,11,3,9,750825,3122768,,1000,1,517,3109
0,3,2,12,3,9,750825,3122768,,1000,1,517,3110
1,5,2,12,6,10,3743099,5098854,,4474.41,1,373,3111
2,5,2,5,5,8,1738197,3210918,,2006.09,1,758,3112
2,5,2,3,5,8,1738197,3210918,,2006.09,1,758,3113
1,3,2,3,3,6,413794,1047352,,2946,1,759,3114
1,5,2,11,6,10,3743099,5098854,,4474.41,1,373,3115
9,17,2,16,8,38,2183164,10265552,,13891.21,1,182,3116
3,6,2,1,4,20,1237285,6177739,,2600,1,183,3117
4,7,2,1,1,19,600000,5132272.37,,2760,1,88,3118
9,19,2,4,2,23,292500,6663491,,6932.46,1,760,3119
9,19,2,13,2,23,292500,6663491,,6932.46,1,760,3120
9,19,2,5,2,23,292500,6663491,,6932.46,1,760,3121
9,19,2,3,2,23,292500,6663491,,6932.46,1,760,3122
9,19,2,2,2,23,292500,6663491,,6932.46,1,760,3123
9,19,2,1,2,23,292500,6663491,,6932.46,1,760,3124
6,9,2,10,1,5,689525,4158197,,3356.82,1,538,3125
6,9,2,2,1,5,689525,4158197,,3356.82,1,538,3126
5,10,2,3,7,20,1197155,4568819,,5420.11,1,757,3127
5,10,2,8,7,20,1197155,4568819,,5420.11,1,757,3128
0,2,2,8,7,12,1119711,2244336,,1918.81,1,37,3129
3,8,2,1,3,16,600450,4650032,,2370,1,744,3130
1,6,2,11,6,17,809596,2002726,,2000,1,761,3131
4,5,2,12,3,3,1006305,1006305,,500,1,762,3132
4,5,2,1,3,3,1006305,1006305,,500,1,762,3133
20,31,2,4,6,97,2403809,24831632.51,,17191.12,1,187,3134
6,8,2,9,13,18,6275374,8128174,,2523.39,1,188,3135
2,4,2,10,3,7,1799155,3876555,,,1,120,3136
2,4,2,4,3,7,1799155,3876555,,,1,120,3137
15,19,2,3,4,80,2202500,47935755,,6850,1,68,3138
15,19,2,13,4,80,2202500,47935755,,6850,1,68,3139
15,19,2,8,4,80,2202500,47935755,,6850,1,68,3140
4,6,2,2,2,8,690167,3386812,,6525.13,1,763,3141
4,6,2,7,2,8,690167,3386812,,6525.13,1,763,3142
2,3,2,9,2,2,335000,335000,,1000,1,764,3143
2,3,2,4,2,2,335000,335000,,1000,1,764,3144
3,4,2,4,3,15,3298400,7913750,,9062.95,1,25,3145
21,32,2,2,8,23,3202467,8833757,,5150,1,23,3146
2,4,2,8,4,5,1134500,1688500,,785,1,88,3147
2,4,2,4,4,5,1134500,1688500,,785,1,88,3148
2,4,2,13,4,5,1134500,1688500,,785,1,88,3149
8,17,2,8,5,47,1679292,16915354.25,,,1,319,3150
34,63,2,10,11,162,6505933,67445552,,31322.95,1,343,3151
1,5,2,8,5,11,3138338,6098838,,2394.93,1,754,3152
6,10,2,12,15,27,7570096,16635708,,6144.35,1,355,3153
2,7,2,11,3,17,1332900,10213491,,3219.2,1,765,3154
2,7,2,9,3,17,1332900,10213491,,3219.2,1,765,3155
2,7,2,2,3,17,1332900,10213491,,3219.2,1,765,3156
34,63,2,5,12,162,4606125,67445552,,31322.95,1,738,3157
34,63,2,13,12,162,4606125,67445552,,31322.95,1,738,3158
34,63,2,3,12,162,4606125,67445552,,31322.95,1,738,3159
34,63,2,4,12,162,4606125,67445552,,31322.95,1,738,3160
1,5,2,5,5,11,3138338,6098838,,2394.93,1,754,3161
1,5,2,1,5,11,3138338,6098838,,2394.93,1,754,3162
1,5,2,3,7,26,1338638,4216595,,3821.6,1,766,3163
5,11,2,9,1,7,1616000,5566315,,23487.29,1,648,3164
5,11,2,12,1,7,1616000,5566315,,23487.29,1,648,3165
7,19,2,4,4,26,1311774,10219421,,7448.8,1,608,3166
7,19,2,3,4,26,1311774,10219421,,7448.8,1,608,3167
5,11,2,5,1,7,1616000,5566315,,23487.29,1,648,3168
2,5,2,2,4,13,1138500,5973378.91,,1500,1,731,3169
2,5,2,3,4,13,1138500,5973378.91,,1500,1,731,3170
5,8,2,9,2,4,1600000,3196600,,5871.06,1,767,3171
2,5,2,5,4,13,1138500,5973378.91,,1500,1,731,3172
2,5,2,1,4,13,1138500,5973378.91,,1500,1,731,3173
1,5,2,5,7,26,1338638,4216595,,3821.6,1,766,3174
1,3,2,9,5,7,2169251,2380786,,2400,1,768,3175
2,3,2,19,2,2,1142133,1142133,,1500,1,232,3176
0,2,2,5,2,3,555750,718250,,1000,1,501,3177
11,18,2,4,2,37,845250,13126580,,20438.33,1,436,3178
11,18,2,10,2,37,845250,13126580,,20438.33,1,436,3179
34,63,2,13,3,162,650355,67445552,,31322.95,1,769,3180
34,63,2,1,3,162,650355,67445552,,31322.95,1,769,3181
34,63,2,2,3,162,650355,67445552,,31322.95,1,769,3182
34,63,2,14,3,162,650355,67445552,,31322.95,1,769,3183
3,5,2,1,2,6,595900,1856875,,1800,1,122,3184
3,5,2,12,2,6,595900,1856875,,1800,1,122,3185
0,1,2,19,4,4,3217287,3217287,,500,1,437,3186
1,3,2,8,2,7,331500,1268243,,500,1,194,3187
2,5,2,2,2,9,870000,2508122,,2919.21,1,438,3188
34,63,2,11,12,162,4606125,67445552,,31322.95,1,738,3189
2,5,2,1,2,9,870000,2508122,,2919.21,1,438,3190
2,5,2,8,2,9,870000,2508122,,2919.21,1,438,3191
34,63,2,8,12,162,4606125,67445552,,31322.95,1,738,3192
8,15,2,9,4,33,1513505,12036790,,2245.42,1,439,3193
5,8,2,19,10,21,3924135,7070806,,500,1,87,3194
2,7,2,13,8,23,2227161,6055370,,8480.05,1,94,3195
3,8,2,5,8,16,5205100,6888925,,11174.5,1,229,3196
1,2,2,10,24,24,7694992,7694992,,1000,1,293,3197
8,15,2,3,4,33,1513505,12036790,,2245.42,1,439,3198
8,15,2,2,4,33,1513505,12036790,,2245.42,1,439,3199
2,3,2,9,5,5,2473044,2473044,,2307,1,440,3200
2,3,2,12,5,5,2473044,2473044,,2307,1,440,3201
5,9,2,13,7,22,4201800,13919313,,4000,1,402,3202
5,9,2,5,7,22,4201800,13919313,,4000,1,402,3203
2,8,2,12,5,21,969015,3494543,,7032.88,1,116,3204
3,18,2,5,2,49,1093000,18329432,,17191.12,1,82,3205
0,1,2,2,2,2,802450,802450,,-400,1,770,3206
4,6,2,15,2,8,690167,3386812,,6525.13,1,763,3207
4,6,2,1,2,8,690167,3386812,,6525.13,1,763,3208
2,9,2,8,5,27,3031451,11153860,,,1,450,3209
2,9,2,17,5,27,3031451,11153860,,,1,450,3210
2,9,2,4,5,27,3031451,11153860,,,1,450,3211
6,14,2,7,3,33,422100,10073187,,3118.46,1,660,3212
2,9,2,20,5,27,3031451,11153860,,,1,450,3213
2,9,2,3,2,27,671317,11153860,,500,1,237,3214
13,19,2,12,9,50,3548227,15125609,,6087.5,1,81,3215
0,0,2,5,1,5,296000,1174988,,3730,1,331,3216
9,19,2,4,3,23,964608,6663491,,6932.46,1,650,3217
9,19,2,13,3,23,964608,6663491,,6932.46,1,650,3218
11,18,2,5,11,37,4145000,13126580,,20438.33,1,274,3219
4,8,2,5,1,11,165938,3323327,,5150.65,1,90,3220
1,5,2,4,3,6,1378650,3166650,,4579,1,651,3221
1,5,2,8,3,6,1378650,3166650,,4579,1,651,3222
1,8,2,7,1,19,224000,4527996,,4068.33,1,771,3223
5,9,2,4,2,8,1177480,2839649,,1530,1,69,3224
5,9,2,8,2,8,1177480,2839649,,1530,1,69,3225
5,9,2,5,2,8,1177480,2839649,,1530,1,69,3226
5,9,2,21,2,8,1177480,2839649,,1530,1,69,3227
1,2,2,3,6,6,1860970,1860970,,3139.35,1,652,3228
1,5,2,4,2,7,1029030,1986342,,1228.48,1,654,3229
4,6,2,4,12,14,3535256,4166806,,4220.16,1,17,3230
0,1,2,3,4,4,3217287,3217287,,500,1,437,3231
0,1,2,12,4,4,3217287,3217287,,500,1,437,3232
2,5,2,5,2,13,1036000,5973378.91,,1500,1,772,3233
0,1,2,10,2,2,605000,605000,,2000,1,773,3234
2,7,2,2,1,18,800000,9433525,,10266.21,1,774,3235
9,17,2,12,3,38,652138,10265552,,13891.21,1,294,3236
9,17,2,2,3,38,652138,10265552,,13891.21,1,294,3237
9,17,2,1,3,38,652138,10265552,,13891.21,1,294,3238
0,2,2,5,2,3,774100,1104750,,1000,1,775,3239
0,2,2,2,2,3,774100,1104750,,1000,1,775,3240
3,9,2,3,4,12,1226068,5042775,,1000,1,550,3241
5,9,2,10,3,22,1629345,13919313,,4000,1,249,3242
5,9,2,1,3,22,1629345,13919313,,4000,1,249,3243
1,8,2,2,3,37,1072584,10766259,,6025,1,776,3244
1,8,2,1,3,37,1072584,10766259,,6025,1,776,3245
8,10,2,9,31,36,9798428,11028892,,4324.8,1,290,3246
34,63,2,8,11,162,6505933,67445552,,31322.95,1,343,3247
8,10,2,11,31,36,9798428,11028892,,4324.8,1,290,3248
2,6,2,7,1,7,350000,2271501,,2492.36,1,777,3249
5,8,2,8,6,10,6458920,8696347,,1500,1,182,3250
2,6,2,2,1,7,350000,2271501,,2492.36,1,777,3251
1,2,2,22,1,1,210000,210000,,2263,1,777,3252
5,10,2,2,5,17,870750,4532971,,3618.84,1,456,3253
1,2,2,3,1,1,210000,210000,,2263,1,777,3254
0,1,2,12,3,3,1157908,1157908,,1554.99,1,187,3255
4,11,2,4,1,21,1188000,14823107,,8864.06,1,778,3256
8,17,2,2,7,24,3191450,12464281,,1350.17,1,458,3257
2,6,2,10,4,10,2720997,6629667,,-2643.5,1,261,3258
2,6,2,11,4,10,2720997,6629667,,-2643.5,1,261,3259
1,6,2,19,2,9,661475,2970310,,1000,1,779,3260
1,6,2,12,2,9,661475,2970310,,1000,1,779,3261
1,6,2,4,2,9,661475,2970310,,1000,1,779,3262
1,6,2,8,2,9,661475,2970310,,1000,1,779,3263
1,6,2,2,2,9,661475,2970310,,1000,1,779,3264
3,18,2,15,2,49,604844,18329432,,,1,780,3265
3,18,2,4,2,49,604844,18329432,,,1,780,3266
3,18,2,3,2,49,604844,18329432,,,1,780,3267
3,18,2,5,2,49,604844,18329432,,,1,780,3268
8,15,2,5,4,33,1513505,12036790,,2245.42,1,439,3269
8,15,2,10,4,33,1513505,12036790,,2245.42,1,439,3270
8,15,2,4,4,33,1513505,12036790,,2245.42,1,439,3271
8,15,2,14,4,33,1513505,12036790,,2245.42,1,439,3272
3,5,2,7,4,6,1260975,1856875,,1800,1,781,3273
3,5,2,2,4,6,1260975,1856875,,1800,1,781,3274
2,8,2,4,5,21,969015,3494543,,7032.88,1,116,3275
2,8,2,5,5,21,969015,3494543,,7032.88,1,116,3276
2,4,2,13,10,11,3384221,3394221,,2455.72,1,359,3277
3,5,2,1,4,6,1260975,1856875,,1800,1,781,3278
5,8,2,8,5,7,1340797,1889147,,1095,1,360,3279
0,1,2,7,2,2,802450,802450,,-400,1,770,3280
0,1,2,4,2,2,802450,802450,,-400,1,770,3281
2,3,2,10,5,5,2473044,2473044,,2307,1,440,3282
2,3,2,5,5,5,2473044,2473044,,2307,1,440,3283
1,2,2,12,1,1,870000,870000,,500,1,782,3284
1,2,2,3,1,1,870000,870000,,500,1,782,3285
11,18,2,4,11,37,4145000,13126580,,20438.33,1,274,3286
11,18,2,3,11,37,4145000,13126580,,20438.33,1,274,3287
11,18,2,8,11,37,4145000,13126580,,20438.33,1,274,3288
4,5,2,12,4,4,1728178,1728178,,4090.25,1,569,3289
4,6,2,4,2,8,690167,3386812,,6525.13,1,763,3290
21,32,2,13,3,23,788210,8833757,,,1,783,3291
21,32,2,7,3,23,788210,8833757,,,1,783,3292
21,32,2,4,3,23,788210,8833757,,,1,783,3293
21,32,2,2,3,23,788210,8833757,,,1,783,3294
21,32,2,13,2,23,1277400,8833757,,,1,784,3295
21,32,2,2,2,23,1277400,8833757,,,1,784,3296
3,6,2,12,3,10,811950,1650786,,4360.5,1,429,3297
3,6,2,2,3,10,811950,1650786,,4360.5,1,429,3298
34,63,2,10,3,162,651632,67445552,,31322.95,1,341,3299
0,2,2,12,2,9,368550,1681232,,1800,1,481,3300
0,2,2,21,2,9,368550,1681232,,1800,1,481,3301
4,5,2,3,5,22,765580,4694567,,6122.27,1,300,3302
4,5,2,9,5,22,765580,4694567,,6122.27,1,300,3303
7,19,2,1,5,26,1615227,10219421,,7448.8,1,482,3304
3,6,2,1,1,10,3500000,8676775,,2500,1,430,3305
34,63,2,13,13,162,5311322,67445552,,31322.95,1,339,3306
34,63,2,3,3,162,651632,67445552,,31322.95,1,341,3307
20,31,2,4,11,97,2259655,24831632.51,,17191.12,1,342,3308
1,3,2,10,6,7,1712288,2712288,,1959,1,677,3309
1,3,2,2,6,7,1712288,2712288,,1959,1,677,3310
8,17,2,9,7,24,3191450,12464281,,1350.17,1,458,3311
8,17,2,8,7,24,3191450,12464281,,1350.17,1,458,3312
8,17,2,12,7,24,3191450,12464281,,1350.17,1,458,3313
9,15,2,8,3,14,1390500,7661494,,9265.82,1,242,3314
13,21,2,5,5,23,2944500,13028569,,-3427.9,1,540,3315
13,21,2,4,5,23,2944500,13028569,,-3427.9,1,540,3316
13,21,2,8,5,23,2944500,13028569,,-3427.9,1,540,3317
1,3,2,8,6,7,1712288,2712288,,1959,1,677,3318
1,3,2,3,6,7,1712288,2712288,,1959,1,677,3319
2,8,1,3,5,20,1801038,9324945,,500,1,493,3320
0,2,1,8,1,12,416000,3892550,,500,1,726,3321
0,2,1,16,1,12,416000,3892550,,500,1,726,3322
0,2,1,6,1,12,416000,3892550,,500,1,726,3323
0,2,1,8,3,12,653450,3892550,,500,1,494,3324
0,2,1,6,3,12,653450,3892550,,500,1,494,3325
2,4,2,7,1,4,148500,763423,,1650,1,434,3326
11,17,2,3,7,20,7150250,13928730,,12444.28,1,785,3327
11,17,2,1,7,20,7150250,13928730,,12444.28,1,785,3328
2,11,2,4,5,25,2358900,7926378.22,,15531.8,1,786,3329
1,3,2,8,1,2,648000,864000,,1280,1,787,3330
1,3,2,16,1,2,648000,864000,,1280,1,787,3331
3,6,2,2,2,6,770000,4131342,,11087.45,1,245,3332
11,17,2,7,5,17,1047829,6652915,,35096.88,1,76,3333
2,5,2,7,1,6,304000,1228180,,,1,426,3334
3,4,2,4,12,12,4198470,4198470,,2118.1,1,388,3335
3,4,2,12,12,12,4198470,4198470,,2118.1,1,388,3336
8,15,2,8,4,33,1513505,12036790,,2245.42,1,439,3337
0,0,2,4,5,5,755946,755946,,1444.5,1,441,3338
0,1,2,5,2,2,802450,802450,,-400,1,770,3339
0,1,2,1,2,2,802450,802450,,-400,1,770,3340
4,5,2,15,4,4,1728178,1728178,,4090.25,1,569,3341
4,6,2,5,2,8,690167,3386812,,6525.13,1,763,3342
4,5,2,15,13,13,11496457,11496457,,4663.74,1,395,3343
21,32,2,14,3,23,788210,8833757,,,1,783,3344
17,24,3,1,8,26,2130497,9948686,,19020.71,1,572,3345
17,24,3,4,8,26,2130497,9948686,,19020.71,1,572,3346
17,29,3,1,3,27,2385250,20174847,,18793.19,1,155,3347
1,5,1,5,4,8,884923,1973691,,613.64,1,491,3348
3,8,1,9,5,17,1289878,4581360,,1245,1,425,3349
2,4,1,4,1,2,547893,1949664,,766.43,1,733,3350
1,2,1,6,3,3,1041980,1041980,,398.36,1,329,3351
1,4,1,4,5,11,1630970,3301849,,4724.33,1,589,3352
3,5,1,5,3,9,649500,2150951,,5965.01,1,719,3353
3,5,1,6,3,9,649500,2150951,,5965.01,1,719,3354
0,1,1,5,4,4,1169531,1169531,,,1,716,3355
0,1,1,3,3,3,1345800,1345800,,325.12,1,468,3356
2,8,2,9,3,11,340989,1521859,,2000,1,86,3357
7,19,2,10,1,26,741750,10219421,,7448.8,1,480,3358
7,19,2,4,1,26,741750,10219421,,7448.8,1,480,3359
7,19,2,3,1,26,741750,10219421,,7448.8,1,480,3360
34,63,2,3,1,162,500000,67445552,,31322.95,1,361,3361
1,8,2,3,5,37,909049,10766259,,6025,1,384,3362
34,63,2,7,3,162,650355,67445552,,31322.95,1,769,3363
34,63,2,8,3,162,650355,67445552,,31322.95,1,769,3364
0,1,2,4,2,2,390919,390919,,,1,690,3365
0,1,2,3,2,2,390919,390919,,,1,690,3366
0,1,2,10,2,2,390919,390919,,,1,690,3367
3,5,2,3,8,9,4658321,4938321,,2000,1,301,3368
0,1,1,4,12,12,4112465,4112465,,,1,531,3369
0,0,1,4,1,1,192214,192214,,,1,714,3370
1,9,2,11,7,26,1966213,10815428,,5150,1,381,3371
1,3,1,1,6,7,2665320,2680320,,56.46,1,678,3372
0,1,1,2,2,2,582500,582500,,,1,580,3373
5,11,1,2,1,13,400000,9254050,,2753,1,525,3374
0,3,2,1,11,21,3288335,5876758.73,,9395.17,1,12,3375
0,2,1,4,7,9,1936054,2356045,,201.51,1,515,3376
0,2,1,3,7,9,1936054,2356045,,201.51,1,515,3377
1,3,1,1,4,11,1863400,5173621,,675.58,1,488,3378
1,3,2,7,1,2,522500,704500,,500,1,788,3379
4,11,1,13,3,25,1451582,13653322,,861.12,1,715,3380
1,2,2,7,24,24,7694992,7694992,,1000,1,293,3381
3,7,2,15,3,11,1090535,4693551,,3389.02,1,52,3382
3,7,2,13,3,11,1090535,4693551,,3389.02,1,52,3383
3,7,2,1,3,11,1090535,4693551,,3389.02,1,52,3384
3,7,2,8,3,11,1090535,4693551,,3389.02,1,52,3385
3,7,2,12,3,11,1090535,4693551,,3389.02,1,52,3386
3,7,2,4,3,11,1090535,4693551,,3389.02,1,52,3387
2,7,2,8,7,14,4580460,9506960,,8000,1,63,3388
2,7,2,16,3,17,1332900,10213491,,3219.2,1,765,3389
1,5,2,5,1,13,385881,4612574,,5721.43,1,29,3390
1,5,2,3,1,13,385881,4612574,,5721.43,1,29,3391
4,11,2,8,10,38,2084100,10010882,,3465,1,605,3392
6,7,2,4,8,8,2884764,2884764,,-2495.07,1,528,3393
1,9,2,8,2,26,901865,10815428,,5150,1,23,3394
4,11,2,3,1,23,291127,5186156,,6291.45,1,789,3395
4,11,2,1,1,23,291127,5186156,,6291.45,1,789,3396
2,6,2,7,8,11,4888581,6393471,,5740.14,1,298,3397
9,16,2,11,19,51,11849494,29035667,,30925.6,1,59,3398
34,63,2,14,11,162,6505933,67445552,,31322.95,1,343,3399
1,5,2,16,5,11,3138338,6098838,,2394.93,1,754,3400
1,5,2,4,5,11,3138338,6098838,,2394.93,1,754,3401
1,5,2,8,7,26,1338638,4216595,,3821.6,1,766,3402
1,5,2,2,7,26,1338638,4216595,,3821.6,1,766,3403
5,6,2,8,19,19,8640266,8640266,,10139.19,1,55,3404
3,6,2,3,6,20,1760416,6177739,,2600,1,638,3405
3,6,2,1,6,20,1760416,6177739,,2600,1,638,3406
3,6,2,13,6,20,1760416,6177739,,2600,1,638,3407
1,2,2,3,11,11,4957903,4957903,,2300,1,151,3408
2,6,2,9,8,11,4888581,6393471,,5740.14,1,298,3409
3,7,2,2,2,11,1755260,4693551,,3389.02,1,790,3410
3,7,2,15,2,11,1755260,4693551,,3389.02,1,790,3411
3,7,2,8,2,11,1755260,4693551,,3389.02,1,790,3412
3,7,2,7,2,11,1755260,4693551,,3389.02,1,790,3413
2,5,2,2,3,8,1375500,3961649,,2500,1,791,3414
2,5,2,11,3,8,1375500,3961649,,2500,1,791,3415
7,17,2,1,1,17,209706,5710286,,7097.41,1,792,3416
5,8,2,4,3,6,3827300,5259250,,3500,1,586,3417
5,8,2,16,3,6,3827300,5259250,,3500,1,586,3418
5,11,1,2,3,13,2004100,9254050,,2753,1,292,3419
1,4,1,16,15,20,8272065,9760564,,3367.14,1,6,3420
0,1,1,2,2,2,275000,275000,,211.42,1,149,3421
0,1,1,3,2,2,275000,275000,,211.42,1,149,3422
0,1,1,9,2,2,275000,275000,,211.42,1,149,3423
2,3,1,18,5,5,1508500,1508500,,,1,235,3424
2,3,1,16,5,5,1508500,1508500,,,1,235,3425
1,2,1,8,3,3,1092207,1092207,,165.65,1,578,3426
0,2,1,4,3,4,931250,1456280,,3394,1,579,3427
0,2,1,6,3,4,931250,1456280,,3394,1,579,3428
0,2,1,5,3,4,931250,1456280,,3394,1,579,3429
0,2,1,9,3,4,931250,1456280,,3394,1,579,3430
1,2,1,10,3,3,659400,659400,,500,1,581,3431
1,6,2,11,4,11,1621120,6057520,,,1,374,3432
2,3,2,7,2,2,612380,612380,,6580.85,1,418,3433
2,3,2,3,2,2,612380,612380,,6580.85,1,418,3434
1,3,2,2,1,2,216000,864000,,1280,1,583,3435
